id,carat,cut,color,clarity,depth,table,price,x,y,z
16505,2.1,Fair,G,I1,64.6,58.0,6597,8.05,8.01,5.19
37266,0.34,Ideal,D,SI2,61.4,56.0,481,4.5,4.55,2.78
42285,0.36,Ideal,I,SI1,61.7,55.0,505,4.58,4.62,2.84
50661,0.31,Good,E,SI1,63.2,59.0,544,4.28,4.33,2.72
33884,0.3,Ideal,E,VS2,62.6,54.0,844,4.33,4.29,2.7
47155,0.52,Ideal,G,VVS2,62.1,56.0,1833,5.14,5.16,3.2
48771,0.57,Premium,D,VS2,60.8,59.0,2019,5.38,5.34,3.26
15527,1.01,Good,E,VS2,62.6,58.0,6221,6.33,6.36,3.97
19656,1.2,Premium,F,VS2,62.8,62.0,8266,6.69,6.62,4.18
2049,0.32,Very Good,G,VS2,62.4,59.0,561,4.33,4.36,2.71
14989,1.51,Premium,H,I1,61.9,58.0,6038,7.39,7.34,4.56
16491,1.04,Ideal,G,VS2,62.5,57.0,6589,6.46,6.49,4.05
38259,0.3,Ideal,G,SI2,62.5,56.0,382,4.28,4.3,2.68
38169,0.34,Very Good,E,VVS1,61.7,58.0,1014,4.43,4.48,2.75
16650,1.02,Very Good,F,VS2,63.2,57.0,6659,6.34,6.41,4.03
20527,1.52,Ideal,G,SI2,61.3,57.0,8852,7.39,7.36,4.52
45707,0.56,Ideal,H,VS1,62.8,56.0,1698,5.28,5.23,3.3
48213,0.57,Ideal,F,VS1,61.9,56.0,1949,5.3,5.39,3.31
16264,1.09,Premium,G,VS2,61.7,58.0,6504,6.6,6.53,4.05
12759,1.05,Premium,H,VS2,61.1,58.0,5323,6.57,6.53,4.0
9644,1.0,Very Good,I,VS1,63.3,55.0,4641,6.39,6.34,4.03
24816,3.0,Premium,G,I1,59.7,60.0,13203,9.42,9.26,5.58
46804,0.7,Premium,D,SI2,59.8,59.0,1806,5.75,5.72,3.43
7623,0.9,Ideal,G,SI1,62.5,55.0,4260,6.17,6.21,3.87
43055,0.52,Ideal,I,VVS2,62.2,57.0,1376,5.18,5.11,3.2
25752,1.52,Very Good,D,VS2,61.9,56.0,14698,7.31,7.35,4.54
26488,2.01,Good,F,SI2,64.1,57.0,16085,7.78,7.82,5.0
46439,0.54,Ideal,F,VS1,60.9,57.0,1772,5.21,5.26,3.19
21191,1.5,Very Good,I,VS2,59.4,61.0,9342,7.41,7.45,4.41
4147,1.01,Good,E,SI2,63.9,58.0,3546,6.31,6.37,4.05
27453,1.7,Very Good,E,VS2,58.6,60.0,18107,7.91,7.82,4.61
40133,0.41,Premium,H,VVS1,60.4,58.0,1115,4.85,4.79,2.91
18463,1.54,Premium,I,SI1,61.8,57.0,7512,7.43,7.37,4.57
48070,0.56,Ideal,H,VVS1,60.0,56.0,1929,5.37,5.4,3.23
13675,1.21,Good,G,SI1,63.8,58.0,5597,6.75,6.64,4.27
21572,1.44,Good,G,VS1,63.6,58.0,9677,7.01,6.96,4.44
51011,0.74,Ideal,H,SI2,62.1,57.0,2327,5.75,5.81,3.59
3173,0.9,Very Good,I,VS2,62.0,63.0,3338,6.13,6.03,3.77
44706,0.57,Ideal,E,SI1,61.2,57.0,1613,5.37,5.32,3.27
22707,0.35,Premium,H,SI1,60.0,61.0,630,4.6,4.57,2.75
26423,2.05,Very Good,H,SI2,62.4,58.0,15949,8.1,8.15,5.07
7398,0.33,Ideal,H,VS1,61.4,57.0,579,4.44,4.49,2.74
16076,1.09,Ideal,H,VS2,61.4,57.0,6419,6.61,6.65,4.07
37545,0.38,Ideal,F,VS1,61.5,55.0,988,4.68,4.69,2.88
34570,0.31,Ideal,G,IF,62.1,56.0,871,4.31,4.34,2.69
26283,2.01,Very Good,H,SI2,63.0,59.0,15773,7.9,7.93,4.99
3370,0.3,Ideal,I,VS2,62.4,55.0,407,4.32,4.34,2.7
39772,0.5,Very Good,F,SI2,63.5,58.0,1094,5.03,4.98,3.18
14961,1.21,Ideal,G,VS1,62.5,57.0,6025,6.77,6.7,4.21
45803,0.5,Premium,F,VS1,61.8,60.0,1710,5.06,5.1,3.14
38075,0.36,Premium,F,VS1,60.7,58.0,1013,4.62,4.57,2.79
4560,0.93,Very Good,G,SI2,60.8,62.0,3644,6.29,6.34,3.84
50337,0.7,Good,F,SI1,63.7,58.0,2242,5.62,5.65,3.59
42856,0.41,Premium,D,VVS2,62.5,58.0,1356,4.75,4.72,2.96
2406,0.72,Ideal,G,VVS2,62.6,56.0,3179,5.7,5.74,3.58
19085,1.53,Ideal,I,SI2,62.4,54.0,7859,7.34,7.41,4.6
9650,1.12,Premium,I,SI1,62.0,56.0,4641,6.73,6.65,4.15
1860,0.8,Ideal,F,SI2,61.8,59.0,3066,5.94,5.96,3.68
46406,0.51,Ideal,D,VS2,60.5,56.0,1767,5.21,5.2,3.15
40820,0.51,Ideal,E,SI2,63.0,56.0,1170,5.14,5.12,3.23
18209,1.03,Ideal,G,VS1,61.2,57.0,7391,6.5,6.54,3.99
26425,2.01,Very Good,I,VVS2,63.5,58.0,15952,7.92,7.82,5.0
7781,1.02,Premium,H,SI2,60.9,59.0,4284,6.51,6.46,3.95
13505,1.01,Premium,D,SI1,61.6,60.0,5543,6.47,6.43,3.97
51108,0.72,Ideal,I,VS2,61.1,56.0,2337,5.76,5.82,3.54
41159,0.38,Ideal,D,VVS2,61.5,57.0,1200,4.63,4.67,2.86
8618,1.01,Very Good,E,SI2,62.0,60.0,4445,6.36,6.41,3.96
4177,0.9,Premium,F,SI2,61.3,59.0,3556,6.16,6.11,3.76
21988,1.2,Premium,G,VVS2,61.2,58.0,10053,6.88,6.84,4.2
5748,0.76,Premium,D,VS1,60.6,58.0,3894,5.95,5.89,3.59
52646,0.24,Very Good,E,VVS2,62.4,58.0,552,3.96,3.99,2.48
3941,0.7,Premium,D,VS1,61.0,59.0,3501,5.79,5.72,3.51
52684,0.7,Ideal,F,SI1,60.6,56.0,2551,5.72,5.79,3.49
1675,1.02,Fair,J,SI1,66.8,55.0,3027,6.25,6.18,4.15
53197,0.7,Ideal,E,VS2,62.1,57.0,2633,5.68,5.73,3.54
19966,1.56,Ideal,H,SI2,62.1,58.0,8517,7.35,7.41,4.58
29842,0.3,Very Good,D,VS2,62.9,58.0,710,4.23,4.26,2.67
21303,1.58,Ideal,I,SI1,62.3,55.0,9457,7.42,7.49,4.64
34574,0.31,Ideal,G,IF,61.5,54.0,871,4.4,4.41,2.71
33364,0.41,Ideal,H,VS1,61.9,56.0,827,4.75,4.78,2.95
9519,1.14,Very Good,H,SI2,63.3,57.0,4615,6.6,6.63,4.19
10296,1.01,Good,F,SI1,63.5,59.0,4759,6.3,6.39,4.03
25633,1.51,Premium,G,VS1,60.1,58.0,14507,7.48,7.45,4.49
28703,0.41,Very Good,F,SI1,63.6,57.0,680,4.72,4.75,3.01
8589,0.9,Ideal,E,SI1,59.1,59.0,4439,6.31,6.37,3.75
32814,0.34,Ideal,E,VS1,62.0,56.0,805,4.48,4.52,2.79
3078,0.7,Good,D,VVS2,63.7,55.0,3312,5.66,5.61,3.59
50020,0.7,Very Good,F,SI1,62.3,57.0,2196,5.65,5.69,3.53
23193,2.0,Premium,H,SI1,61.7,58.0,11200,7.82,7.77,4.81
16567,1.01,Ideal,G,VS1,61.8,57.0,6618,6.45,6.4,3.97
42968,0.5,Ideal,I,VVS2,61.2,56.0,1367,5.13,5.16,3.15
46625,0.3,Premium,H,VS1,62.6,59.0,526,4.26,4.3,2.68
6275,1.0,Very Good,H,SI2,63.0,61.0,4015,6.31,6.35,3.99
46092,0.96,Fair,H,I1,69.2,56.0,1739,5.97,5.83,4.08
47117,0.59,Ideal,F,VS2,61.0,56.0,1828,5.41,5.44,3.31
51317,0.31,Ideal,H,VS1,61.1,57.0,544,4.35,4.39,2.67
34203,0.33,Premium,F,VS2,61.9,57.0,854,4.44,4.42,2.74
22203,1.21,Premium,F,VS1,61.9,58.0,10245,6.82,6.76,4.2
15203,1.01,Very Good,G,VS2,63.1,60.0,6108,6.36,6.31,4.0
31676,0.26,Ideal,E,VVS1,62.0,56.0,769,4.13,4.09,2.55
35042,0.32,Ideal,G,IF,62.3,54.0,883,4.39,4.4,2.74
37471,0.42,Ideal,G,VS1,62.5,54.0,984,4.84,4.79,3.01
20495,1.2,Very Good,F,VS2,62.4,58.0,8829,6.75,6.81,4.23
24351,2.01,Fair,H,SI2,65.9,57.0,12617,7.8,7.74,5.12
36605,0.32,Ideal,D,SI2,61.4,56.0,477,4.43,4.46,2.73
36582,0.33,Ideal,G,IF,61.2,56.0,946,4.47,4.51,2.75
33739,0.33,Ideal,E,VVS2,62.1,54.0,840,4.45,4.47,2.77
52146,0.72,Ideal,F,SI1,61.7,55.0,2470,5.74,5.77,3.55
48899,0.68,Premium,G,VS2,61.7,57.0,2040,5.67,5.65,3.49
31521,0.34,Ideal,E,SI1,62.9,55.0,765,4.5,4.47,2.82
49935,0.71,Very Good,I,VS2,60.4,60.0,2185,5.72,5.8,3.48
33375,0.41,Ideal,I,VVS2,62.3,56.0,827,4.73,4.77,2.96
27262,2.01,Ideal,E,SI2,62.2,57.0,17688,8.04,8.09,5.02
4545,1.0,Premium,G,SI2,63.0,56.0,3640,6.37,6.33,4.0
47624,0.55,Premium,E,VS2,61.4,57.0,1881,5.29,5.27,3.24
47389,0.54,Ideal,E,VS2,61.4,57.0,1847,5.25,5.21,3.21
43346,0.51,Ideal,F,SI1,60.0,57.0,1406,5.25,5.21,3.14
20690,1.23,Ideal,G,VS1,61.4,56.0,8970,6.91,6.96,4.26
33736,0.33,Ideal,D,VS1,61.0,56.0,839,4.45,4.47,2.72
32810,0.34,Ideal,D,VS2,62.3,55.0,805,4.45,4.48,2.78
37941,0.27,Premium,H,VVS2,60.7,59.0,486,4.19,4.21,2.55
3116,0.81,Good,D,SI1,64.1,54.0,3324,5.92,5.96,3.81
6626,1.11,Very Good,J,SI1,63.3,61.0,4084,6.56,6.49,4.13
2708,0.29,Very Good,F,VVS1,61.5,56.0,563,4.26,4.3,2.63
13189,1.18,Ideal,G,SI2,60.5,55.0,5452,6.9,6.85,4.16
47354,0.5,Ideal,E,VS2,63.8,54.0,1845,5.07,5.05,3.23
23878,1.82,Very Good,G,SI2,61.3,58.0,11971,7.83,7.94,4.83
15183,1.0,Good,F,VS2,63.8,58.0,6098,6.28,6.32,4.02
13984,1.24,Premium,H,SI2,61.2,57.0,5694,7.02,6.87,4.25
50441,0.7,Very Good,E,SI2,62.6,55.0,2263,5.62,5.69,3.54
22458,2.0,Fair,I,SI2,65.2,59.0,10483,7.74,7.69,5.03
12049,0.4,Ideal,I,SI1,61.6,56.0,596,4.68,4.74,2.9
27623,2.0,Fair,G,VS2,67.6,58.0,18515,7.65,7.61,5.16
20961,1.2,Ideal,F,VS2,62.7,57.0,9176,6.71,6.76,4.22
41346,0.4,Very Good,E,VVS1,60.0,58.0,1217,4.77,4.8,2.87
5475,1.02,Fair,E,SI2,65.3,59.0,3838,6.28,6.22,4.08
38574,0.4,Premium,H,VS1,62.4,60.0,1035,4.74,4.69,2.94
29750,0.31,Very Good,D,VS1,63.7,58.0,709,4.27,4.3,2.73
47621,0.55,Ideal,G,VS1,61.6,55.0,1881,5.32,5.29,3.27
12641,1.06,Good,I,VS1,57.5,62.0,5293,6.71,6.83,3.9
43107,0.54,Ideal,F,SI1,62.1,57.0,1385,5.22,5.24,3.25
17983,1.06,Premium,E,VS2,61.3,58.0,7275,6.52,6.56,4.01
48323,0.23,Ideal,G,IF,62.8,55.0,536,3.93,3.96,2.48
34655,0.31,Ideal,E,VS2,62.8,57.0,872,4.37,4.33,2.73
43417,0.52,Ideal,G,SI1,61.2,55.0,1413,5.17,5.22,3.18
39579,0.41,Premium,D,VS1,60.6,59.0,1082,4.84,4.8,2.92
49666,0.75,Premium,I,SI1,62.7,61.0,2142,5.75,5.71,3.59
53394,0.74,Very Good,I,VVS1,62.6,57.0,2666,5.76,5.78,3.61
52404,0.6,Good,E,VVS2,64.2,55.0,2511,5.31,5.34,3.42
24015,1.09,Ideal,D,VVS2,61.3,57.0,12185,6.61,6.66,4.07
44156,0.53,Ideal,E,SI1,61.4,56.0,1564,5.2,5.26,3.21
24528,1.64,Premium,F,SI1,61.3,58.0,12821,7.65,7.59,4.67
38086,0.3,Ideal,F,IF,62.0,56.0,1013,4.34,4.3,2.68
38369,0.53,Very Good,J,VS2,60.9,59.0,1023,5.2,5.27,3.19
51479,1.05,Premium,G,I1,61.7,59.0,2378,6.58,6.47,4.02
39697,0.42,Good,F,VS1,59.9,65.0,1088,4.83,4.89,2.91
30913,0.34,Premium,E,VS2,60.9,60.0,745,4.49,4.51,2.74
15371,0.3,Ideal,F,VS2,62.1,55.0,605,4.26,4.31,2.66
29006,0.34,Premium,F,VS2,60.7,60.0,686,4.46,4.5,2.72
31601,0.2,Premium,D,VS2,61.7,60.0,367,3.77,3.72,2.31
9141,1.1,Ideal,J,VS2,62.4,55.0,4537,6.59,6.64,4.13
8567,0.9,Premium,F,SI1,61.4,55.0,4435,6.18,6.16,3.79
5079,0.92,Premium,G,SI1,61.5,60.0,3751,6.26,6.19,3.83
31957,0.31,Ideal,I,VS2,62.0,54.0,452,4.37,4.4,2.72
15128,1.01,Fair,D,VS2,65.2,57.0,6081,6.23,6.19,4.05
33223,0.39,Very Good,F,VS2,62.4,58.0,821,4.61,4.65,2.89
51722,0.7,Ideal,F,SI1,61.8,55.0,2401,5.71,5.75,3.54
47840,0.53,Ideal,F,SI1,60.0,57.0,1908,5.3,5.27,3.17
28453,0.41,Ideal,G,SI1,62.2,56.0,671,4.75,4.77,2.96
7169,0.91,Good,G,VS2,63.6,58.0,4183,6.14,6.1,3.89
17660,1.23,Ideal,I,VVS1,62.1,57.0,7117,6.9,6.83,4.26
24930,1.51,Very Good,G,VS1,62.9,58.0,13378,7.32,7.41,4.63
35479,0.36,Very Good,G,VS1,61.4,55.0,903,4.63,4.65,2.85
4944,1.19,Ideal,H,I1,61.5,57.0,3732,6.83,6.79,4.19
50438,0.7,Very Good,E,SI2,62.0,59.0,2263,5.61,5.68,3.5
21700,0.31,Very Good,G,VVS2,62.7,55.0,627,4.32,4.35,2.72
52443,0.72,Ideal,F,SI1,62.4,57.0,2514,5.71,5.74,3.57
2293,0.63,Ideal,E,VVS1,62.4,56.0,3161,5.48,5.52,3.43
11706,0.34,Premium,G,VS2,61.0,58.0,596,4.46,4.49,2.73
46964,0.37,Good,H,SI1,64.0,55.0,528,4.53,4.57,2.91
9544,1.0,Good,D,SI2,63.3,56.0,4620,6.35,6.38,4.03
34864,0.3,Premium,G,VVS2,62.6,58.0,878,4.28,4.25,2.67
27324,2.43,Ideal,I,SI2,62.3,59.0,17856,8.54,8.61,5.34
18226,1.1,Premium,G,VS1,58.4,60.0,7399,6.85,6.81,3.99
24844,1.51,Premium,F,VS2,63.0,56.0,13248,7.3,7.26,4.59
8116,0.93,Very Good,H,VS2,62.8,59.0,4351,6.13,6.16,3.86
11890,1.26,Premium,J,SI1,61.7,58.0,5114,6.91,6.99,4.29
50030,0.72,Ideal,H,SI1,60.3,59.0,2197,5.77,5.83,3.5
9039,0.31,Ideal,G,VS1,60.6,58.0,587,4.39,4.42,2.67
25239,2.01,Good,H,SI2,63.1,55.0,13849,7.99,8.09,5.07
35492,0.41,Ideal,F,SI1,61.6,57.0,904,4.8,4.78,2.95
46723,0.51,Ideal,G,VVS2,62.1,55.5,1794,5.08,5.13,3.18
10140,1.04,Very Good,G,SI1,59.2,61.0,4724,6.63,6.68,3.94
31523,0.34,Very Good,E,SI1,63.2,55.0,765,4.49,4.46,2.83
43262,0.3,Premium,J,VS1,62.6,60.0,506,4.28,4.22,2.66
14051,0.31,Premium,G,VS2,58.8,62.0,605,4.41,4.4,2.59
40270,0.37,Very Good,E,SI2,61.6,56.0,493,4.61,4.65,2.85
30078,0.32,Ideal,I,VVS2,63.0,57.0,720,4.37,4.33,2.74
13777,1.27,Premium,J,VS1,62.6,59.0,5618,6.92,6.88,4.32
22295,1.01,Premium,F,VVS1,60.8,58.0,10341,6.55,6.48,3.96
40154,0.35,Premium,G,IF,59.1,59.0,1116,4.62,4.59,2.72
16743,1.2,Premium,H,VS2,60.6,58.0,6666,6.88,6.82,4.15
2800,1.04,Good,H,I1,63.9,58.0,3261,6.42,6.35,4.08
18404,1.4,Premium,F,SI2,59.9,60.0,7479,7.38,7.29,4.39
35534,0.36,Good,F,VS1,63.9,54.0,905,4.52,4.5,2.88
50912,0.72,Premium,H,VS2,61.1,58.0,2318,5.78,5.74,3.52
37864,0.37,Ideal,D,VS2,61.4,55.0,1003,4.64,4.67,2.86
36896,0.33,Ideal,H,IF,60.5,56.0,959,4.54,4.52,2.74
47870,0.52,Ideal,G,VVS2,62.4,55.0,1911,5.17,5.19,3.23
301,0.83,Very Good,E,SI2,58.0,62.0,2799,6.19,6.25,3.61
36710,0.41,Ideal,I,IF,61.1,57.0,953,4.78,4.81,2.93
48255,0.7,Ideal,J,VS2,62.0,58.0,1953,5.66,5.69,3.52
38232,0.4,Ideal,H,VS1,62.7,59.0,1017,4.74,4.7,2.96
31504,0.34,Ideal,G,VS2,62.9,55.0,765,4.52,4.45,2.82
25484,1.7,Ideal,H,VS1,62.8,57.0,14266,7.57,7.47,4.72
36128,0.33,Ideal,E,VS2,60.6,55.0,928,4.5,4.48,2.72
1614,0.8,Very Good,F,SI1,63.9,56.0,3013,5.84,5.87,3.74
30343,0.36,Premium,D,VS2,60.3,58.0,727,4.63,4.66,2.8
41432,0.45,Fair,H,VVS2,65.8,56.0,1227,4.82,4.7,3.13
50046,0.59,Very Good,E,VS1,61.2,58.0,2200,5.4,5.45,3.32
52737,0.71,Ideal,I,VVS2,61.4,58.0,2559,5.7,5.76,3.52
25862,2.04,Premium,H,SI2,60.8,58.0,14945,8.23,8.14,4.98
7650,0.9,Very Good,G,VS2,61.3,59.0,4269,6.15,6.21,3.79
29600,0.35,Very Good,H,VVS2,63.0,55.0,706,4.48,4.5,2.83
563,0.71,Premium,G,VVS2,62.1,57.0,2832,5.75,5.65,3.54
48706,0.56,Ideal,E,VS1,61.1,56.0,2010,5.29,5.34,3.25
35298,0.3,Very Good,I,VS1,60.8,59.0,473,4.3,4.32,2.62
18654,1.35,Ideal,H,SI1,62.8,57.0,7619,6.98,7.09,4.42
46908,0.72,Very Good,I,SI2,63.2,62.0,1814,5.71,5.67,3.59
29347,0.31,Ideal,G,VS2,62.4,54.0,698,4.39,4.36,2.73
15241,1.07,Very Good,E,VS2,62.5,57.0,6120,6.53,6.6,4.1
4651,0.9,Very Good,G,SI1,63.2,59.0,3669,6.1,6.05,3.84
15446,1.23,Ideal,I,SI1,61.1,58.0,6183,6.86,6.91,4.21
15493,1.0,Very Good,G,VS2,62.7,59.0,6208,6.32,6.38,3.98
36592,0.45,Very Good,I,VVS1,63.0,56.0,947,4.88,4.9,3.08
53378,0.71,Ideal,I,SI1,61.3,56.0,2660,5.72,5.75,3.52
40740,0.54,Good,E,SI2,63.8,54.0,1163,5.17,5.18,3.3
49866,0.72,Good,I,VS2,60.1,60.5,2174,5.76,5.85,3.48
10408,0.31,Premium,G,SI1,61.5,59.0,593,4.38,4.34,2.68
26491,1.01,Very Good,D,IF,61.6,56.0,16087,6.43,6.46,3.97
17567,1.16,Ideal,G,VS2,62.3,57.0,7074,6.66,6.72,4.17
19929,1.52,Premium,I,SI1,61.9,58.0,8477,7.37,7.42,4.58
897,1.0,Fair,J,VS1,65.5,55.0,2875,6.3,6.25,4.11
41722,0.5,Very Good,D,SI2,63.2,56.0,1243,5.05,5.01,3.18
14935,1.18,Ideal,H,SI1,61.4,55.0,6013,6.84,6.78,4.18
44165,0.5,Good,F,VS2,60.9,60.4,1565,5.13,5.2,3.14
26729,0.32,Premium,G,VS1,61.0,59.0,645,4.39,4.43,2.69
18687,1.0,Premium,G,VVS1,61.3,62.0,7644,6.37,6.35,3.9
6354,0.9,Ideal,E,SI1,60.1,56.0,4034,6.3,6.35,3.8
27581,2.03,Premium,G,SI1,61.3,59.0,18423,8.11,8.08,4.96
14,0.2,Premium,E,SI2,60.2,62.0,345,3.79,3.75,2.27
20397,0.31,Ideal,H,VVS2,62.5,55.0,625,4.34,4.37,2.72
30545,0.31,Ideal,D,VS2,62.7,57.0,734,4.3,4.34,2.71
27119,2.35,Premium,I,SI2,61.1,58.0,17294,8.63,8.56,5.25
48259,1.0,Fair,G,I1,67.3,57.0,1954,6.26,6.12,4.18
13392,0.38,Ideal,F,SI2,62.1,56.0,602,4.62,4.65,2.88
48080,0.6,Ideal,H,VVS2,62.2,55.0,1931,5.38,5.43,3.36
26453,1.5,Ideal,D,VS2,62.6,56.0,15992,7.27,7.21,4.53
52359,0.75,Premium,F,SI2,62.2,58.0,2501,5.87,5.8,3.57
48933,0.57,Ideal,D,VS1,61.1,57.0,2043,5.33,5.37,3.27
53205,0.71,Premium,F,SI1,59.8,61.0,2633,5.81,5.79,3.47
4427,1.0,Good,J,SI1,58.7,62.0,3614,6.47,6.51,3.81
11818,1.0,Good,D,SI1,64.2,60.0,5093,6.22,6.28,4.01
22874,1.57,Premium,G,SI1,59.2,59.0,10914,7.6,7.68,4.52
51216,0.7,Premium,G,SI1,62.8,58.0,2352,5.66,5.62,3.54
25185,1.51,Ideal,F,VS2,62.2,53.0,13771,7.35,7.31,4.56
31442,0.3,Ideal,I,VVS2,63.0,57.0,765,4.27,4.24,2.68
30989,0.37,Premium,H,VVS2,61.3,58.0,746,4.6,4.63,2.83
5962,0.9,Good,F,SI1,63.6,59.0,3950,6.07,6.12,3.88
3432,0.9,Premium,G,SI2,62.8,61.0,3385,6.14,6.09,3.84
44144,0.51,Very Good,D,SI1,63.2,55.0,1562,5.12,5.07,3.22
23591,1.51,Premium,F,SI1,62.2,59.0,11607,7.34,7.3,4.55
41272,0.3,Ideal,G,VS2,62.0,56.0,503,4.29,4.32,2.67
46944,0.52,Ideal,E,VS2,61.2,56.0,1815,5.23,5.16,3.18
2307,0.73,Ideal,H,VS2,61.0,56.0,3164,5.83,5.88,3.57
13334,1.12,Very Good,G,SI2,61.2,58.0,5504,6.65,6.69,4.08
46860,0.51,Good,G,VVS2,58.1,62.0,1813,5.24,5.3,3.06
28257,0.33,Premium,F,VS2,62.2,58.0,666,4.43,4.44,2.76
642,0.7,Very Good,E,VS2,62.7,58.0,2843,5.65,5.67,3.55
13652,1.16,Ideal,I,VS2,60.8,56.0,5587,6.85,6.81,4.15
45085,0.5,Very Good,D,VS2,61.1,58.0,1646,5.07,5.11,3.11
3119,0.7,Ideal,H,VVS2,61.8,55.0,3325,5.69,5.74,3.53
15297,1.29,Premium,I,SI1,62.1,57.0,6140,7.03,6.92,4.33
3002,0.81,Ideal,F,SI2,62.1,56.0,3303,5.95,6.0,3.71
14046,0.26,Ideal,G,IF,62.5,57.0,605,4.06,4.1,2.55
33783,0.32,Very Good,G,VVS1,60.9,61.0,842,4.37,4.4,2.67
21038,0.31,Very Good,F,VS2,61.5,56.0,625,4.34,4.41,2.69
23783,2.45,Very Good,J,SI2,60.6,63.0,11843,8.71,8.66,5.26
41425,0.51,Very Good,H,SI1,63.4,57.0,1227,5.09,5.06,3.22
27037,0.32,Ideal,G,VS1,62.3,56.0,645,4.37,4.39,2.73
48713,0.67,Ideal,G,VS2,62.5,56.0,2010,5.64,5.56,3.5
44680,0.53,Ideal,D,VS2,60.2,55.0,1610,5.26,5.3,3.18
1861,0.73,Very Good,E,VS2,63.1,55.0,3066,5.77,5.71,3.62
19955,1.21,Premium,G,VS2,61.0,58.0,8504,6.88,6.82,4.18
4166,0.71,Ideal,E,VS2,61.3,56.0,3553,5.76,5.79,3.54
22928,1.02,Very Good,F,IF,62.5,58.0,10967,6.39,6.54,4.04
6428,1.02,Premium,D,SI2,61.3,62.0,4044,6.46,6.42,3.95
18763,1.0,Good,D,VS1,62.7,62.0,7672,6.21,6.23,3.9
18617,1.06,Ideal,G,VS1,61.6,56.0,7594,6.53,6.57,4.04
36810,0.3,Ideal,G,IF,62.6,57.0,956,4.32,4.28,2.69
30082,0.32,Premium,I,VVS2,60.7,59.0,720,4.43,4.4,2.68
49926,0.7,Premium,H,SI2,60.2,61.0,2184,5.76,5.66,3.44
23062,1.7,Very Good,F,SI2,63.4,57.0,11091,7.54,7.57,4.79
37356,0.4,Premium,F,VS1,62.4,59.0,982,4.67,4.69,2.92
45168,0.53,Premium,E,SI1,62.2,56.0,1654,5.22,5.16,3.23
52573,0.9,Fair,I,SI2,65.3,57.0,2536,5.98,5.93,3.89
13594,1.07,Good,F,SI1,63.4,56.0,5561,6.51,6.52,4.13
52507,0.7,Very Good,G,VS2,60.0,58.0,2527,5.73,5.77,3.45
22992,1.7,Premium,G,SI2,62.0,57.0,11043,7.72,7.63,4.76
11578,1.2,Premium,H,SI2,62.4,61.0,5040,6.81,6.78,4.24
51640,0.31,Ideal,G,VS2,62.2,56.0,544,4.31,4.34,2.69
31254,0.4,Ideal,J,IF,62.5,56.0,758,4.7,4.74,2.95
11829,1.14,Ideal,I,SI1,60.8,58.0,5096,6.71,6.74,4.09
21027,1.52,Ideal,H,SI1,60.1,60.0,9235,7.5,7.42,4.48
35430,0.32,Ideal,E,VS2,61.8,55.0,900,4.43,4.4,2.73
2930,0.83,Ideal,F,SI1,60.7,57.0,3290,6.02,6.1,3.68
31356,0.27,Ideal,F,IF,61.4,57.0,760,4.17,4.19,2.57
13369,0.24,Very Good,E,VS1,59.8,58.0,419,4.02,4.11,2.43
42608,0.32,Very Good,H,VS2,60.6,58.0,505,4.44,4.47,2.7
11251,1.21,Ideal,J,VS2,59.6,57.0,4968,6.98,6.94,4.15
41624,0.24,Ideal,H,VVS1,61.5,55.0,504,3.99,4.02,2.46
44470,0.54,Ideal,E,SI1,61.5,56.0,1594,5.31,5.26,3.25
17731,1.01,Good,G,VVS2,63.2,59.0,7137,6.27,6.35,3.99
802,0.73,Premium,E,VS2,62.5,61.0,2862,5.78,5.64,3.59
39766,0.36,Ideal,E,VS1,62.4,55.0,1094,4.61,4.59,2.87
52430,0.7,Very Good,E,VS2,61.7,60.0,2513,5.67,5.7,3.51
24904,1.51,Very Good,G,VVS2,62.1,59.0,13337,7.28,7.34,4.54
27998,0.3,Premium,E,VS2,62.4,59.0,658,4.26,4.3,2.67
37089,0.41,Premium,E,SI1,62.4,58.0,969,4.77,4.75,2.97
50915,0.6,Ideal,F,VVS2,61.8,57.0,2318,5.42,5.36,3.33
51582,0.73,Very Good,H,SI1,59.5,58.0,2393,5.85,5.91,3.5
18528,1.08,Ideal,G,VS1,61.4,56.0,7551,6.59,6.63,4.06
44229,0.59,Premium,H,VS2,60.7,56.0,1572,5.46,5.41,3.3
164,0.79,Ideal,F,SI2,61.9,55.0,2771,5.97,5.92,3.68
21694,0.34,Premium,D,SI1,59.7,59.0,626,4.54,4.57,2.72
47275,0.7,Premium,J,SI1,62.8,59.0,1844,5.65,5.6,3.53
6830,0.9,Good,D,SI1,63.8,58.0,4120,6.13,6.09,3.9
24148,1.51,Very Good,G,VS1,60.2,63.0,12317,7.36,7.39,4.44
16604,1.01,Very Good,G,VS1,64.4,59.0,6632,6.26,6.31,4.05
6566,1.0,Premium,E,SI2,60.5,61.0,4077,6.38,6.31,3.84
16008,1.17,Ideal,I,SI1,61.7,56.0,6405,6.73,6.78,4.17
30792,0.3,Ideal,E,VVS2,60.8,57.0,742,4.33,4.35,2.64
11466,1.03,Premium,I,VS1,60.4,59.0,5012,6.51,6.57,3.95
3086,0.83,Ideal,I,SI1,61.9,57.0,3314,5.96,6.02,3.71
23232,1.52,Good,G,VS2,63.3,57.0,11235,7.27,7.32,4.62
53235,0.72,Ideal,I,VVS1,61.3,57.0,2642,5.74,5.77,3.53
