id,age,job,marital,education,default,balance,housing,loan,y
3419,37,management,divorced,tertiary,no,42,yes,yes,no
3420,36,management,married,tertiary,no,806,yes,no,no
3421,39,blue-collar,married,secondary,no,298,yes,no,no
3422,35,entrepreneur,married,secondary,no,24,yes,no,no
3423,47,blue-collar,married,secondary,no,290,yes,no,no
3424,37,management,married,tertiary,no,425,yes,no,no
3425,39,unemployed,married,secondary,no,0,yes,no,no
3426,35,blue-collar,married,secondary,no,1602,yes,yes,no
3427,32,management,divorced,primary,no,137,yes,no,no
3428,30,management,single,tertiary,no,3110,yes,no,no
3429,38,blue-collar,single,primary,no,419,yes,no,no
3430,31,blue-collar,married,secondary,no,-88,yes,no,no
3431,35,blue-collar,married,secondary,no,274,yes,yes,no
3432,38,management,married,tertiary,no,0,yes,no,no
3433,34,services,married,secondary,no,0,yes,no,no
3434,30,management,single,tertiary,no,162,yes,no,no
3435,31,services,divorced,secondary,no,1222,yes,no,no
3436,54,services,married,secondary,no,4482,yes,no,no
3437,35,blue-collar,married,secondary,no,499,yes,no,no
3438,35,technician,single,secondary,no,1861,yes,no,no
3439,33,admin.,single,tertiary,no,622,yes,no,no
3440,51,housemaid,married,primary,no,492,yes,no,no
3441,36,unemployed,married,secondary,no,733,yes,no,no
3442,37,management,married,secondary,no,3175,yes,no,no
3443,53,services,married,primary,no,574,yes,no,no
3444,34,blue-collar,married,secondary,no,4622,yes,yes,no
3445,31,self-employed,single,tertiary,no,1820,yes,no,no
3446,38,admin.,divorced,secondary,no,3750,yes,no,no
3447,36,admin.,married,secondary,no,465,yes,no,no
3448,32,student,single,unknown,no,1583,yes,no,no
3449,38,blue-collar,married,secondary,no,0,yes,no,no
3450,36,blue-collar,married,secondary,no,7579,yes,no,no
3451,31,management,married,tertiary,no,827,no,no,no
3452,32,blue-collar,married,primary,no,0,yes,no,no
3453,32,services,married,secondary,no,364,yes,no,no
3454,36,services,married,secondary,no,380,yes,no,no
3455,33,blue-collar,married,tertiary,no,6138,yes,no,no
3456,30,blue-collar,married,secondary,no,1803,yes,no,no
3457,35,admin.,married,secondary,no,3187,yes,no,no
3458,30,services,single,secondary,no,695,yes,no,no
3459,34,services,married,primary,no,1042,yes,no,no
3460,31,blue-collar,single,secondary,no,2089,yes,no,no
3461,39,self-employed,married,tertiary,no,3059,yes,yes,no
3462,36,technician,married,secondary,no,412,yes,yes,no
3463,32,management,single,tertiary,no,863,yes,no,no
3464,33,services,married,secondary,no,4434,yes,no,no
3465,34,technician,divorced,secondary,no,3997,yes,no,no
3466,35,management,married,tertiary,no,440,yes,no,no
3467,60,retired,single,secondary,no,-14,yes,no,no
3468,34,technician,single,tertiary,no,759,no,no,no
3469,33,technician,married,secondary,no,603,yes,no,no
3470,59,admin.,divorced,secondary,no,-41,yes,yes,no
3471,36,technician,married,secondary,no,84,yes,no,no
3472,38,blue-collar,married,secondary,no,732,yes,yes,no
3473,32,blue-collar,married,secondary,no,328,yes,no,no
3474,32,technician,single,secondary,no,1698,yes,no,no
3475,39,services,married,secondary,no,9374,yes,no,no
3476,33,housemaid,married,tertiary,no,4958,yes,no,no
3477,23,services,single,secondary,no,210,yes,no,no
3478,39,entrepreneur,married,tertiary,no,2644,yes,no,no
3479,36,blue-collar,married,unknown,no,17983,yes,no,no
3480,38,technician,single,secondary,no,614,yes,no,no
3481,35,admin.,married,secondary,no,2137,yes,no,no
3482,27,technician,single,tertiary,no,-291,yes,no,no
3483,31,admin.,single,secondary,no,160,yes,yes,no
3484,58,housemaid,married,primary,no,11,yes,no,no
3485,34,technician,divorced,secondary,no,2036,yes,yes,no
3486,36,blue-collar,married,unknown,no,-656,yes,no,no
3487,34,admin.,married,secondary,no,1689,no,no,no
3488,37,technician,married,secondary,no,439,yes,no,no
3489,39,blue-collar,married,secondary,no,0,yes,yes,no
3490,35,blue-collar,single,primary,no,47,no,no,no
3491,35,blue-collar,married,secondary,no,2054,yes,no,no
3492,34,services,single,secondary,no,8132,yes,no,no
3493,39,services,married,secondary,no,453,yes,yes,no
3494,42,management,married,secondary,no,2416,yes,no,no
3495,40,blue-collar,married,secondary,no,877,yes,no,no
3496,37,blue-collar,married,primary,no,2240,yes,no,no
3497,36,technician,single,secondary,no,380,yes,no,no
3498,30,self-employed,single,secondary,no,4011,yes,no,no
3499,37,management,single,unknown,no,715,yes,no,no
3500,31,admin.,single,secondary,no,2144,yes,no,no
3501,56,entrepreneur,married,tertiary,no,8741,yes,no,no
3502,37,blue-collar,married,secondary,no,362,yes,no,no
3503,40,blue-collar,married,primary,no,-740,yes,no,no
3504,41,services,single,secondary,no,1629,yes,no,no
3505,38,blue-collar,married,secondary,no,-152,no,no,no
3506,36,technician,married,secondary,no,3763,yes,no,no
3507,31,technician,single,secondary,no,1,yes,no,no
3508,31,technician,married,secondary,no,4,no,no,no
3509,52,blue-collar,divorced,primary,no,0,yes,yes,no
3510,31,management,single,tertiary,no,2007,yes,no,no
3511,39,blue-collar,married,secondary,no,327,yes,no,no
3512,35,admin.,married,secondary,no,-130,yes,no,no
3513,22,services,married,secondary,no,14,yes,yes,no
3514,38,admin.,married,tertiary,no,4399,yes,no,no
3515,39,blue-collar,married,primary,no,780,yes,no,no
3516,34,blue-collar,married,primary,no,161,yes,yes,no
3517,36,blue-collar,divorced,secondary,no,221,yes,no,no
3518,32,blue-collar,single,secondary,no,706,yes,no,no
3519,33,management,single,primary,no,4897,yes,no,no
3520,33,services,married,secondary,no,7,yes,no,no
3521,42,blue-collar,married,primary,no,1059,yes,no,no
3522,43,management,married,tertiary,no,-8,yes,no,no
3523,35,self-employed,single,secondary,no,271,yes,no,no
3524,37,housemaid,single,secondary,no,2042,yes,no,no
3525,33,blue-collar,married,secondary,no,-53,yes,no,no
3526,26,student,single,secondary,no,268,yes,no,no
3527,37,technician,single,tertiary,no,5122,yes,no,no
3528,40,admin.,married,tertiary,no,0,yes,no,no
3529,35,blue-collar,married,primary,no,356,yes,yes,no
3530,36,blue-collar,married,unknown,no,722,yes,no,no
3531,39,admin.,divorced,secondary,no,-607,yes,no,no
3532,34,admin.,single,secondary,no,126,yes,no,no
3533,33,management,single,tertiary,no,136,yes,yes,no
3534,35,management,single,secondary,no,5260,yes,no,no
3535,34,admin.,single,tertiary,no,458,yes,no,no
3536,42,management,married,tertiary,no,0,no,no,no
3537,33,services,married,unknown,no,89,yes,no,no
3538,32,blue-collar,single,primary,no,1660,no,no,no
3539,30,blue-collar,married,secondary,no,673,yes,no,no
3540,34,management,single,tertiary,no,673,yes,yes,no
3541,59,retired,married,secondary,no,-313,yes,no,no
3542,32,admin.,married,secondary,no,0,yes,no,no
3543,39,blue-collar,single,secondary,no,4286,yes,no,no
3544,54,services,divorced,unknown,no,2177,no,no,no
3545,36,admin.,single,secondary,no,0,no,no,no
3546,32,management,single,tertiary,no,1271,yes,no,no
3547,41,services,divorced,secondary,no,83,no,no,no
3548,34,blue-collar,single,primary,no,709,yes,no,no
3549,34,services,married,secondary,no,-93,yes,yes,no
3550,33,blue-collar,married,secondary,no,3259,yes,no,no
3551,32,technician,married,secondary,no,11697,yes,no,no
3552,33,services,married,secondary,no,210,yes,yes,no
3553,35,blue-collar,married,secondary,no,2688,yes,no,no
3554,37,entrepreneur,married,secondary,no,5064,yes,no,no
3555,38,unemployed,married,secondary,no,205,yes,no,no
3556,39,housemaid,married,tertiary,no,75,yes,no,no
3557,43,blue-collar,married,primary,no,0,yes,no,no
3558,38,blue-collar,married,primary,no,178,yes,no,no
3559,40,services,married,primary,no,3559,yes,no,no
3560,32,admin.,divorced,secondary,no,138,yes,yes,no
3561,31,blue-collar,single,secondary,no,5607,no,no,no
3562,37,blue-collar,single,primary,no,6969,yes,no,no
3563,30,management,single,tertiary,no,18,no,no,no
3564,46,entrepreneur,married,secondary,no,583,yes,no,no
3565,36,housemaid,single,secondary,no,7171,yes,no,no
3566,34,blue-collar,married,primary,no,500,yes,no,no
3567,32,blue-collar,married,secondary,no,113,yes,yes,no
3568,34,services,divorced,secondary,no,0,yes,yes,no
3569,33,blue-collar,married,primary,no,3512,yes,no,no
3570,37,entrepreneur,married,tertiary,no,4798,yes,no,no
3571,37,blue-collar,married,primary,no,660,yes,yes,no
3572,31,services,married,tertiary,no,585,yes,yes,no
3573,36,management,single,secondary,no,360,yes,no,no
3574,31,unemployed,married,secondary,no,296,yes,no,no
3575,33,blue-collar,married,secondary,no,0,yes,yes,no
3576,33,blue-collar,married,secondary,no,10,yes,yes,no
3577,39,blue-collar,married,primary,no,451,yes,no,no
3578,37,blue-collar,divorced,secondary,no,614,yes,no,no
3579,34,technician,single,secondary,no,692,yes,no,no
3580,33,admin.,married,secondary,no,1467,yes,no,no
3581,30,management,married,tertiary,no,859,yes,no,no
3582,34,services,married,secondary,no,-508,yes,no,no
3583,37,management,single,tertiary,no,23867,no,no,no
3584,31,services,single,secondary,no,2038,yes,no,no
3585,39,admin.,married,secondary,no,-362,yes,no,no
3586,34,management,married,tertiary,no,967,yes,no,no
3587,43,management,married,tertiary,no,1825,yes,no,no
3588,34,blue-collar,married,secondary,no,1298,yes,no,no
3589,36,blue-collar,married,secondary,no,1797,yes,yes,no
3590,55,admin.,married,unknown,no,1848,yes,no,no
3591,32,blue-collar,married,secondary,no,4996,yes,no,no
3592,31,blue-collar,married,secondary,no,213,yes,no,no
3593,31,blue-collar,married,primary,no,26,yes,no,no
3594,33,management,single,secondary,no,0,no,no,no
3595,39,services,married,secondary,no,1438,yes,no,no
3596,39,blue-collar,married,primary,no,1411,yes,no,no
3597,33,services,single,secondary,no,0,yes,no,no
3598,40,blue-collar,married,unknown,no,486,yes,no,no
3599,34,technician,single,secondary,no,1183,yes,no,no
3600,39,management,married,tertiary,no,351,yes,no,no
3601,32,blue-collar,married,secondary,no,2366,yes,no,no
3602,34,blue-collar,married,secondary,no,2700,yes,no,no
3603,59,blue-collar,married,secondary,no,0,yes,no,no
3604,39,blue-collar,married,primary,no,622,yes,no,no
3605,34,services,married,secondary,yes,421,yes,no,no
3606,36,services,single,secondary,no,774,yes,no,no
3607,35,blue-collar,married,secondary,no,67,no,no,no
3608,57,housemaid,divorced,primary,no,231,yes,no,no
3609,46,management,married,tertiary,no,477,yes,no,no
3610,58,blue-collar,married,primary,no,99,yes,no,no
3611,32,technician,married,secondary,no,908,yes,no,no
3612,34,admin.,single,secondary,no,1581,yes,yes,no
3613,35,technician,single,tertiary,no,2012,yes,no,no
3614,36,technician,single,tertiary,no,162,yes,no,no
3615,40,management,married,tertiary,no,917,yes,no,no
3616,44,services,married,secondary,no,1422,yes,no,no
3617,55,self-employed,married,secondary,no,-196,yes,no,no
3618,35,technician,married,secondary,no,1387,yes,no,no
3619,31,unemployed,married,primary,no,-63,yes,no,no
3620,35,management,single,tertiary,no,1423,yes,no,no
3621,36,admin.,married,tertiary,no,3127,yes,no,no
3622,36,technician,single,secondary,no,5436,yes,no,no
3623,31,blue-collar,married,secondary,no,0,yes,no,no
3624,41,services,married,secondary,no,804,yes,no,no
3625,59,entrepreneur,married,tertiary,no,705,yes,no,no
3626,36,management,single,tertiary,no,1373,yes,no,no
3627,32,technician,married,unknown,no,196,yes,no,no
3628,38,technician,divorced,secondary,no,273,yes,no,no
3629,30,services,single,secondary,no,862,yes,yes,no
3630,38,services,married,secondary,no,173,yes,no,no
3631,37,blue-collar,married,secondary,no,32,yes,no,no
3632,31,management,married,tertiary,no,4761,yes,no,no
3633,44,blue-collar,married,secondary,no,1081,yes,no,no
3634,36,blue-collar,single,secondary,no,3111,yes,no,no
3635,27,blue-collar,single,unknown,no,89,yes,no,no
3636,48,blue-collar,married,secondary,no,5058,no,no,no
3637,41,blue-collar,married,secondary,no,2852,yes,no,no
3638,36,blue-collar,single,secondary,no,2390,yes,no,no
3639,32,management,single,tertiary,no,1131,yes,no,no
3640,31,admin.,divorced,secondary,no,1352,yes,no,no
3641,43,retired,married,secondary,no,520,yes,no,no
3642,31,blue-collar,married,primary,no,855,yes,yes,no
3643,35,management,single,secondary,yes,-202,yes,no,no
3644,27,admin.,single,secondary,no,-215,yes,no,no
3645,32,services,divorced,tertiary,no,376,yes,no,no
3646,58,blue-collar,married,primary,no,23,yes,no,no
3647,40,blue-collar,married,unknown,no,222,yes,no,no
3648,36,blue-collar,married,secondary,no,362,yes,no,no
3649,32,blue-collar,married,primary,no,80,yes,no,no
3650,32,blue-collar,married,primary,no,7406,yes,no,no
3651,33,unemployed,divorced,secondary,no,1005,yes,no,no
3652,39,blue-collar,divorced,secondary,no,226,yes,no,no
3653,39,management,single,secondary,no,247,yes,no,no
3654,34,management,single,tertiary,no,1040,yes,no,no
3655,29,services,married,secondary,no,68,no,no,no
3656,49,technician,single,secondary,no,0,yes,no,no
3657,31,blue-collar,single,primary,no,1097,yes,no,no
3658,39,services,married,secondary,no,5731,yes,no,no
3659,32,technician,married,secondary,no,3067,yes,no,no
3660,35,blue-collar,single,secondary,no,275,yes,no,no
3661,38,blue-collar,married,secondary,no,526,yes,no,no
3662,34,blue-collar,married,secondary,no,1831,yes,no,no
3663,35,blue-collar,married,secondary,no,514,yes,no,no
3664,34,admin.,married,secondary,no,50,yes,no,no
3665,34,technician,married,tertiary,no,0,yes,no,no
3666,27,technician,single,secondary,no,8,yes,no,no
3667,30,services,single,secondary,no,432,yes,no,no
3668,32,blue-collar,married,secondary,no,2561,yes,no,no
3669,30,technician,single,secondary,no,659,yes,no,no
3670,31,blue-collar,married,secondary,no,897,yes,no,no
3671,23,student,single,secondary,no,-116,yes,no,no
3672,30,unemployed,married,secondary,no,142,yes,no,no
3673,56,services,married,secondary,no,530,yes,no,no
3674,32,blue-collar,married,secondary,no,3514,yes,no,no
3675,35,admin.,married,secondary,no,190,yes,no,no
3676,40,blue-collar,married,primary,no,236,yes,no,no
3677,58,entrepreneur,married,secondary,no,2429,no,yes,no
3678,32,technician,married,tertiary,no,514,yes,no,no
3679,38,unemployed,married,secondary,no,565,yes,no,no
3680,30,blue-collar,single,secondary,no,178,yes,no,no
3681,30,technician,divorced,secondary,no,4,yes,no,no
3682,38,unknown,married,unknown,no,124,yes,no,no
3683,31,services,single,tertiary,no,1025,no,no,no
3684,38,admin.,married,unknown,no,28,no,no,no
3685,49,management,married,secondary,no,543,yes,no,no
3686,60,blue-collar,married,primary,no,674,yes,no,no
3687,57,blue-collar,married,secondary,no,258,yes,no,no
3688,39,blue-collar,married,primary,no,-197,yes,no,no
3689,39,blue-collar,married,unknown,no,1096,no,no,no
3690,57,services,divorced,secondary,no,739,yes,no,no
3691,35,blue-collar,married,secondary,no,274,yes,no,no
3692,30,blue-collar,married,secondary,no,1445,yes,no,no
3693,30,services,single,unknown,no,347,yes,no,no
3694,32,management,single,tertiary,no,-345,yes,no,no
3695,36,technician,married,secondary,no,8119,no,no,no
3696,39,blue-collar,married,primary,no,5,yes,no,no
3697,42,management,married,tertiary,no,2309,yes,no,no
3698,33,admin.,single,secondary,no,892,yes,no,no
3699,32,technician,married,secondary,no,641,yes,no,no
3700,35,blue-collar,married,primary,no,2730,yes,no,no
3701,38,blue-collar,married,secondary,no,1663,yes,no,no
3702,39,blue-collar,married,primary,no,1966,yes,no,no
3703,54,retired,divorced,tertiary,no,6102,yes,yes,no
3704,38,technician,married,tertiary,no,1092,yes,no,no
3705,33,services,married,tertiary,no,1349,yes,no,no
3706,34,management,single,tertiary,no,2015,no,no,no
3707,32,admin.,single,secondary,no,2146,yes,no,no
3708,32,management,married,tertiary,no,2976,yes,no,no
3709,36,services,married,secondary,no,393,yes,yes,no
3710,32,blue-collar,married,primary,no,-457,yes,yes,no
3711,39,management,single,tertiary,no,4025,yes,yes,no
3712,42,blue-collar,married,primary,no,714,yes,no,no
3713,33,unemployed,married,secondary,no,438,yes,yes,no
3714,40,management,single,primary,no,858,yes,no,no
3715,35,blue-collar,married,secondary,no,592,yes,no,no
3716,38,services,married,secondary,no,-224,yes,yes,no
3717,39,management,married,tertiary,no,151,yes,no,no
3718,31,services,married,secondary,no,289,yes,no,no
3719,38,technician,married,secondary,no,821,yes,yes,no
3720,58,technician,married,secondary,no,8153,yes,no,no
3721,33,services,married,secondary,no,57,yes,yes,no
3722,34,blue-collar,single,secondary,no,558,yes,no,no
3723,34,services,single,secondary,no,1701,yes,no,no
3724,37,admin.,single,tertiary,no,-898,yes,no,no
3725,38,admin.,married,secondary,no,1073,yes,no,no
3726,34,management,divorced,tertiary,no,5754,yes,no,no
3727,34,blue-collar,married,primary,no,-167,yes,no,no
3728,39,blue-collar,married,primary,no,4146,yes,yes,no
3729,35,entrepreneur,single,tertiary,no,-15,yes,no,no
3730,36,admin.,single,tertiary,no,3954,yes,no,no
3731,30,technician,married,secondary,no,1168,yes,yes,no
3732,35,admin.,married,secondary,no,498,yes,no,no
3733,35,technician,divorced,secondary,no,0,no,no,no
3734,36,technician,single,secondary,no,1053,yes,no,no
3735,36,student,single,tertiary,no,687,yes,no,no
3736,33,blue-collar,single,secondary,no,2764,yes,no,no
3737,32,management,married,tertiary,no,0,yes,no,no
3738,33,management,married,tertiary,no,3090,yes,no,no
3739,38,technician,divorced,tertiary,yes,-530,yes,no,no
3740,41,management,married,tertiary,no,666,yes,no,no
3741,38,technician,married,secondary,no,0,yes,no,no
3742,35,blue-collar,single,secondary,no,470,yes,no,no
3743,39,technician,married,secondary,no,597,yes,no,no
3744,40,blue-collar,married,primary,no,1136,yes,no,no
3745,38,blue-collar,married,secondary,no,620,yes,yes,no
3746,33,blue-collar,single,secondary,no,17,yes,no,no
3747,34,services,married,secondary,no,12,no,no,no
3748,28,entrepreneur,single,tertiary,no,135,yes,no,no
3749,36,services,married,secondary,no,5024,no,no,no
3750,39,technician,married,secondary,no,3528,yes,no,no
3751,38,management,married,unknown,no,546,yes,no,no
3752,30,technician,single,secondary,no,908,yes,no,no
3753,31,blue-collar,single,secondary,no,6982,yes,no,no
3754,37,technician,divorced,secondary,no,1176,no,yes,no
3755,36,admin.,married,secondary,no,0,no,no,no
3756,34,blue-collar,married,secondary,no,528,yes,no,no
3757,37,admin.,married,unknown,no,734,yes,no,no
3758,31,technician,single,secondary,no,109,yes,no,no
3759,48,self-employed,married,secondary,no,4746,yes,no,no
3760,31,services,married,secondary,no,11512,yes,no,no
3761,34,services,married,secondary,no,0,yes,no,no
3762,36,management,single,tertiary,no,808,no,no,no
3763,35,management,single,tertiary,no,-289,yes,no,no
3764,33,services,single,secondary,no,189,no,no,no
3765,26,blue-collar,married,primary,no,0,yes,no,no
3766,37,entrepreneur,married,tertiary,no,1110,yes,no,no
3767,32,technician,married,unknown,no,102,yes,no,no
3768,36,management,married,secondary,no,873,yes,no,no
3769,36,technician,single,secondary,no,656,no,no,no
3770,41,technician,married,secondary,no,2490,yes,no,no
3771,30,technician,married,tertiary,no,1126,yes,no,no
3772,34,blue-collar,single,secondary,no,3773,yes,no,no
3773,30,services,married,secondary,no,675,yes,no,no
3774,36,admin.,single,secondary,no,98,yes,no,no
3775,31,blue-collar,married,secondary,no,1914,yes,no,no
3776,33,blue-collar,married,primary,no,256,yes,no,no
3777,31,blue-collar,married,secondary,no,435,yes,no,no
3778,37,unemployed,married,primary,no,7005,yes,no,no
3779,38,services,single,primary,no,471,yes,no,no
3780,33,blue-collar,married,secondary,no,467,yes,no,no
3781,32,blue-collar,married,primary,no,323,yes,no,no
3782,31,management,married,tertiary,no,1343,yes,yes,no
3783,51,blue-collar,divorced,secondary,no,44,no,no,no
3784,32,technician,married,secondary,no,2693,yes,no,no
3785,31,blue-collar,married,secondary,no,1243,yes,no,no
3786,34,technician,married,secondary,no,883,yes,no,no
3787,33,blue-collar,single,primary,no,599,yes,no,no
3788,31,blue-collar,married,secondary,no,3176,yes,no,no
3789,33,technician,single,secondary,no,49,no,no,no
3790,36,blue-collar,divorced,primary,no,3202,yes,no,no
3791,59,retired,married,primary,no,41,yes,yes,no
3792,35,blue-collar,married,secondary,no,-557,yes,yes,no
3793,33,management,married,tertiary,no,741,no,no,no
3794,31,admin.,single,secondary,no,626,yes,no,no
3795,25,services,single,secondary,no,-268,yes,no,no
3796,34,admin.,married,secondary,no,1671,no,no,no
3797,35,technician,single,tertiary,no,1362,yes,no,no
3798,31,technician,divorced,tertiary,no,2287,yes,no,no
3799,33,blue-collar,married,primary,no,141,yes,no,no
3800,31,technician,married,tertiary,no,4315,yes,no,no
3801,28,services,single,unknown,no,-70,yes,yes,no
3802,35,technician,married,secondary,no,569,yes,no,no
3803,34,management,single,tertiary,no,0,yes,no,no
3804,30,blue-collar,single,primary,no,546,yes,no,no
3805,32,technician,single,secondary,no,287,yes,no,no
3806,37,services,married,secondary,yes,-954,yes,no,no
3807,57,retired,married,secondary,no,1408,no,no,no
3808,39,blue-collar,married,primary,no,774,yes,no,no
3809,33,management,married,tertiary,no,188,yes,no,no
3810,34,services,single,secondary,no,1157,yes,no,no
3811,40,blue-collar,single,secondary,no,1066,yes,no,no
3812,31,blue-collar,married,secondary,no,932,yes,no,no
3813,31,management,married,tertiary,no,1260,no,yes,no
3814,35,management,single,tertiary,no,1045,yes,no,no
3815,33,admin.,married,secondary,no,2228,yes,no,no
3816,31,blue-collar,single,secondary,no,58,yes,no,no
3817,33,blue-collar,married,secondary,no,932,yes,no,no
3818,37,blue-collar,single,secondary,no,2032,yes,no,no
3819,37,technician,married,secondary,no,5729,yes,no,no
3820,34,technician,single,secondary,no,951,yes,no,no
3821,36,admin.,married,secondary,no,957,yes,no,no
3822,39,retired,married,tertiary,no,855,yes,no,no
3823,37,blue-collar,married,primary,no,204,yes,no,no
3824,49,blue-collar,divorced,primary,no,2262,yes,no,no
3825,31,admin.,married,secondary,no,8784,yes,no,no
3826,31,services,married,secondary,no,525,yes,yes,no
3827,29,admin.,married,secondary,no,688,yes,no,no
3828,34,management,single,tertiary,no,1350,yes,no,no
3829,32,technician,married,secondary,no,1830,yes,no,no
3830,31,technician,single,tertiary,no,1887,no,yes,no
3831,37,blue-collar,single,secondary,no,13156,yes,no,no
3832,34,blue-collar,married,secondary,no,622,yes,no,no
3833,35,management,married,tertiary,no,1336,no,no,no
3834,32,blue-collar,single,secondary,no,1067,yes,no,no
3835,35,entrepreneur,single,secondary,no,12961,yes,no,no
3836,31,services,married,secondary,no,891,yes,no,no
3837,32,blue-collar,married,primary,no,131,yes,no,no
3838,52,blue-collar,married,secondary,no,289,yes,no,no
3839,32,blue-collar,single,secondary,no,15341,no,no,no
3840,32,technician,married,secondary,no,901,yes,no,no
3841,32,entrepreneur,married,tertiary,no,4465,yes,no,no
3842,34,admin.,married,secondary,no,1191,yes,no,no
3843,35,technician,single,tertiary,no,458,yes,no,no
3844,36,management,single,tertiary,no,1869,yes,no,no
3845,37,self-employed,married,tertiary,no,2084,yes,no,no
3846,34,management,married,tertiary,no,0,yes,no,no
3847,27,services,married,secondary,no,1303,yes,yes,no
3848,33,management,married,tertiary,no,11149,yes,no,no
3849,36,management,married,unknown,no,-35,yes,yes,no
3850,37,blue-collar,married,primary,no,3242,yes,no,no
3851,32,blue-collar,single,secondary,no,435,yes,no,no
3852,32,blue-collar,single,secondary,no,2696,yes,no,no
3853,29,blue-collar,single,secondary,no,0,no,no,no
3854,34,blue-collar,married,primary,no,218,yes,yes,no
3855,33,self-employed,divorced,secondary,no,892,yes,no,no
3856,31,technician,married,tertiary,no,1410,yes,no,no
3857,31,admin.,single,tertiary,no,1583,yes,no,no
3858,33,technician,single,secondary,no,296,yes,no,no
3859,38,management,married,tertiary,no,216,yes,no,no
3860,35,blue-collar,married,secondary,no,463,yes,no,no
3861,37,management,married,tertiary,no,547,yes,yes,no
3862,42,technician,divorced,secondary,no,2974,yes,no,no
3863,34,self-employed,married,secondary,no,-370,yes,no,no
3864,32,management,married,secondary,no,6217,yes,yes,no
3865,21,student,single,secondary,no,232,yes,no,no
3866,31,management,single,tertiary,no,385,yes,no,no
3867,34,blue-collar,married,secondary,no,5304,yes,no,no
3868,35,management,single,tertiary,no,71,yes,no,no
3869,32,technician,single,unknown,no,317,yes,no,no
3870,32,management,single,tertiary,no,728,yes,no,no
3871,38,services,married,tertiary,no,-121,yes,no,no
3872,36,management,single,tertiary,no,247,no,no,no
3873,30,technician,divorced,secondary,no,3100,yes,no,no
3874,33,self-employed,married,tertiary,no,1301,yes,no,no
3875,32,blue-collar,married,primary,no,29050,yes,yes,no
3876,27,blue-collar,single,secondary,no,1279,yes,yes,no
3877,38,self-employed,married,tertiary,no,585,yes,no,no
3878,38,management,married,tertiary,no,63,yes,no,no
3879,28,technician,single,secondary,no,2034,yes,no,no
3880,35,technician,married,secondary,no,1,yes,yes,no
3881,34,technician,single,secondary,no,1091,yes,no,no
3882,43,housemaid,married,secondary,no,-177,yes,no,no
3883,30,management,married,tertiary,no,527,yes,yes,no
3884,31,services,single,secondary,no,481,yes,no,no
3885,29,admin.,single,secondary,no,5711,yes,yes,no
3886,25,blue-collar,single,secondary,no,491,yes,no,no
3887,34,technician,single,tertiary,no,299,yes,no,no
3888,39,blue-collar,single,secondary,no,1961,no,no,no
3889,38,management,married,tertiary,no,126,yes,no,no
3890,27,management,single,secondary,no,967,yes,no,no
3891,33,technician,single,secondary,no,239,yes,no,no
3892,48,blue-collar,divorced,primary,no,338,yes,no,no
3893,32,blue-collar,married,primary,no,885,yes,no,no
3894,32,blue-collar,married,secondary,no,564,yes,no,no
3895,34,services,married,secondary,no,603,yes,yes,no
3896,35,technician,married,secondary,yes,-29,yes,yes,no
3897,32,blue-collar,married,secondary,no,0,yes,yes,no
3898,28,blue-collar,single,primary,no,722,yes,no,no
3899,33,management,single,tertiary,no,541,yes,yes,no
3900,30,services,married,secondary,no,702,yes,no,no
3901,39,technician,married,secondary,no,4444,yes,no,no
3902,57,blue-collar,married,primary,no,42,yes,no,no
3903,39,services,married,secondary,no,0,yes,yes,no
3904,24,services,single,secondary,no,-148,yes,no,no
3905,34,management,single,tertiary,no,1717,yes,no,no
3906,28,unemployed,married,tertiary,no,264,yes,no,no
3907,32,blue-collar,single,secondary,no,5252,yes,no,no
3908,37,blue-collar,married,primary,no,5643,yes,no,no
3909,29,blue-collar,single,secondary,no,445,yes,no,no
3910,34,management,single,tertiary,no,2412,yes,no,no
3911,28,services,single,secondary,no,348,yes,no,no
3912,37,blue-collar,single,unknown,no,-114,yes,no,no
3913,35,management,married,tertiary,no,1631,yes,no,no
3914,34,entrepreneur,single,secondary,no,0,yes,yes,no
3915,35,blue-collar,married,primary,no,3468,yes,no,no
3916,24,blue-collar,single,secondary,no,171,yes,no,no
3917,35,blue-collar,married,primary,no,453,yes,no,no
3918,40,blue-collar,married,primary,no,558,yes,yes,no
3919,32,management,single,tertiary,no,1373,yes,no,no
3920,38,blue-collar,single,primary,no,-100,yes,no,no
3921,39,admin.,married,secondary,no,1985,yes,no,no
3922,34,blue-collar,married,secondary,no,223,yes,no,no
3923,33,management,married,tertiary,no,2308,yes,no,no
3924,36,self-employed,single,tertiary,no,4752,yes,no,no
3925,52,admin.,married,secondary,no,1933,yes,no,no
3926,58,retired,married,secondary,no,1402,yes,no,no
3927,26,services,single,secondary,no,186,yes,no,no
3928,38,entrepreneur,married,tertiary,no,6704,yes,no,no
3929,33,management,single,tertiary,no,28,yes,no,no
3930,33,management,married,secondary,no,609,yes,no,no
3931,46,management,single,tertiary,no,-867,yes,yes,no
3932,27,blue-collar,single,secondary,no,-208,yes,no,no
3933,35,services,married,secondary,no,1317,yes,no,no
3934,32,admin.,divorced,secondary,no,335,yes,no,no
3935,33,blue-collar,single,primary,no,1390,yes,no,no
3936,37,blue-collar,married,primary,no,543,yes,no,no
3937,31,blue-collar,married,secondary,no,3298,yes,no,no
3938,32,blue-collar,married,primary,no,-175,yes,no,no
3939,36,blue-collar,single,primary,no,20,yes,no,no
