id,age,job,marital,education,default,balance,housing,loan,y
42307,50,entrepreneur,single,tertiary,no,0,yes,no,no
42308,38,technician,married,unknown,no,499,no,no,no
42309,48,entrepreneur,married,tertiary,no,269,yes,no,no
42310,54,retired,married,primary,no,1925,no,no,no
42311,55,blue-collar,married,secondary,no,5874,no,no,no
42312,54,technician,married,secondary,no,415,yes,no,no
42313,41,self-employed,single,unknown,no,426,yes,no,no
42314,39,services,married,tertiary,no,16,no,no,no
42315,51,admin.,married,secondary,no,884,no,no,no
42316,40,self-employed,married,secondary,no,0,no,no,no
42317,55,services,married,secondary,no,477,no,no,no
42318,43,self-employed,single,tertiary,no,0,no,no,no
42319,41,unemployed,married,primary,no,2636,no,no,no
42320,54,services,married,secondary,no,0,no,no,no
42321,40,blue-collar,married,secondary,no,273,yes,no,no
42322,55,services,married,secondary,no,557,no,no,no
42323,38,management,married,unknown,no,3053,no,no,no
42324,41,blue-collar,divorced,secondary,no,3622,no,no,yes
42325,56,admin.,married,secondary,no,6005,yes,no,no
42326,41,unemployed,divorced,secondary,no,271,yes,no,no
42327,48,services,married,secondary,no,334,no,yes,no
42328,56,retired,married,secondary,yes,101,no,yes,no
42329,35,management,single,tertiary,no,2808,yes,no,no
42330,56,blue-collar,married,secondary,no,771,yes,yes,no
42331,38,retired,single,unknown,no,62,no,no,no
42332,52,blue-collar,divorced,primary,no,2800,no,no,no
42333,41,blue-collar,divorced,secondary,no,1,no,yes,no
42334,55,unemployed,single,primary,no,10183,no,no,no
42335,59,entrepreneur,married,primary,no,0,no,no,no
42336,50,blue-collar,married,unknown,no,1389,yes,no,no
42337,46,blue-collar,divorced,secondary,no,2441,no,no,no
42338,23,technician,single,secondary,no,-782,yes,yes,no
42339,55,housemaid,married,primary,no,2152,no,no,yes
42340,37,admin.,married,secondary,no,0,no,yes,no
42341,57,unemployed,married,tertiary,no,209,no,no,no
42342,46,unknown,single,unknown,no,63,no,no,no
42343,36,admin.,married,secondary,no,4280,no,no,no
42344,47,services,married,secondary,no,759,yes,no,no
42345,52,admin.,divorced,secondary,no,98,no,yes,no
42346,36,services,married,secondary,no,472,yes,no,no
42347,43,unknown,married,tertiary,no,1937,no,no,no
42348,53,services,married,secondary,no,76,yes,no,no
42349,26,blue-collar,married,secondary,no,1028,yes,yes,no
42350,29,technician,married,secondary,no,7836,yes,no,no
42351,52,retired,divorced,tertiary,no,-309,yes,no,yes
42352,28,technician,single,tertiary,no,940,yes,no,no
42353,40,blue-collar,married,primary,no,-108,yes,no,no
42354,48,technician,married,secondary,no,7,no,no,no
42355,36,self-employed,married,primary,no,2022,no,no,no
42356,47,unemployed,divorced,secondary,no,176,no,no,no
42357,41,housemaid,single,secondary,no,2184,no,no,no
42358,57,retired,married,secondary,no,789,no,no,no
42359,56,management,divorced,tertiary,yes,-1968,no,no,no
42360,50,management,married,tertiary,no,89,no,no,no
42361,46,housemaid,married,primary,no,4064,no,no,no
42362,57,admin.,divorced,unknown,no,887,no,no,no
42363,28,blue-collar,married,primary,no,103,yes,no,no
42364,52,blue-collar,married,primary,no,1624,no,no,no
42365,37,technician,married,secondary,no,2209,no,no,no
42366,51,admin.,married,secondary,no,37,no,yes,no
42367,46,technician,single,secondary,no,3494,yes,no,no
42368,38,blue-collar,married,primary,no,15477,no,no,no
42369,48,management,married,tertiary,no,5320,yes,no,yes
42370,50,technician,divorced,tertiary,no,261,no,no,no
42371,49,technician,single,unknown,no,443,no,no,no
42372,56,retired,single,secondary,no,4365,no,no,no
42373,31,blue-collar,married,primary,no,224,yes,no,no
42374,26,blue-collar,single,secondary,no,-46,yes,no,yes
42375,42,unemployed,married,secondary,no,0,yes,no,no
42376,35,admin.,married,secondary,no,165,no,yes,no
42377,44,services,married,secondary,no,-254,no,no,no
42378,39,self-employed,single,secondary,no,759,yes,no,no
42379,44,blue-collar,single,primary,no,10984,no,no,no
42380,37,unemployed,married,secondary,no,1038,no,no,no
42381,50,admin.,divorced,secondary,no,0,yes,no,no
42382,57,management,married,tertiary,no,9103,no,yes,yes
42383,46,housemaid,married,primary,no,296,yes,no,no
42384,56,unknown,married,unknown,no,0,no,no,no
42385,42,technician,married,tertiary,no,-215,no,no,yes
42386,52,blue-collar,married,secondary,no,1500,no,yes,no
42387,20,student,single,secondary,no,-322,yes,no,no
42388,29,blue-collar,single,secondary,no,908,yes,no,yes
42389,39,entrepreneur,divorced,tertiary,yes,-251,no,no,no
42390,56,housemaid,married,primary,no,954,no,no,no
42391,39,blue-collar,married,primary,no,12,no,no,no
42392,43,blue-collar,married,primary,no,377,no,yes,no
42393,54,housemaid,divorced,tertiary,no,1241,no,no,no
42394,39,blue-collar,married,secondary,no,3832,yes,no,no
42395,47,services,married,secondary,no,505,no,no,no
42396,53,technician,married,unknown,no,6859,yes,no,no
42397,47,management,married,tertiary,no,2820,no,no,no
42398,48,management,divorced,tertiary,no,0,no,no,no
42399,38,blue-collar,single,secondary,no,530,no,no,no
42400,35,unemployed,divorced,primary,no,118,no,no,no
42401,50,technician,married,secondary,no,1088,yes,no,no
42402,55,technician,single,secondary,no,11,no,no,no
42403,57,technician,divorced,secondary,no,1168,no,no,no
42404,41,technician,married,secondary,no,0,no,no,no
42405,42,management,single,tertiary,no,-56,yes,no,no
42406,47,management,divorced,tertiary,no,2515,no,no,no
42407,60,retired,divorced,tertiary,no,2166,no,no,no
42408,36,admin.,divorced,secondary,no,1573,yes,no,no
42409,56,entrepreneur,married,unknown,no,0,no,no,no
42410,38,management,married,tertiary,no,6209,no,no,no
42411,41,housemaid,married,primary,no,188,yes,yes,no
42412,44,entrepreneur,divorced,secondary,no,456,no,no,no
42413,49,services,divorced,secondary,no,947,no,no,yes
42414,38,blue-collar,married,secondary,no,-627,yes,yes,no
42415,45,management,married,secondary,no,625,no,no,no
42416,52,blue-collar,single,primary,no,3421,no,no,no
42417,42,blue-collar,married,secondary,no,671,yes,no,no
42418,55,management,married,tertiary,no,4777,no,yes,no
42419,38,blue-collar,married,secondary,no,2685,no,no,no
42420,36,admin.,single,secondary,no,449,yes,no,no
42421,60,management,married,tertiary,no,3895,no,yes,no
42422,58,services,married,secondary,no,0,no,no,no
42423,51,management,married,tertiary,no,1069,no,no,no
42424,34,blue-collar,married,primary,no,455,yes,no,no
42425,56,blue-collar,married,secondary,no,277,no,no,no
42426,35,services,married,secondary,no,322,yes,yes,no
42427,49,blue-collar,married,primary,no,4134,no,no,no
42428,30,technician,single,secondary,no,157,yes,no,no
42429,44,technician,married,secondary,no,5597,no,no,no
42430,53,housemaid,married,primary,no,3166,no,no,no
42431,35,management,married,tertiary,no,1256,yes,no,no
42432,44,admin.,married,secondary,no,10,no,no,no
42433,49,services,married,secondary,no,-106,no,yes,no
42434,36,blue-collar,married,unknown,no,6,no,no,no
42435,59,unknown,married,unknown,no,2443,no,no,no
42436,47,management,married,tertiary,no,1105,no,no,no
42437,39,technician,married,secondary,no,376,no,no,no
42438,50,management,married,tertiary,no,536,no,no,no
42439,23,services,married,secondary,no,-19,yes,no,no
42440,54,technician,married,secondary,no,827,no,yes,no
42441,52,self-employed,married,primary,no,1750,no,yes,no
42442,50,retired,divorced,secondary,no,4861,no,no,no
42443,32,blue-collar,married,secondary,no,2526,yes,no,no
42444,38,services,single,secondary,no,1315,no,no,no
42445,38,admin.,married,secondary,no,3190,yes,no,no
42446,38,blue-collar,married,primary,no,1679,yes,no,no
42447,50,technician,married,primary,no,570,no,no,no
42448,41,blue-collar,single,unknown,no,4684,no,no,no
42449,51,management,married,primary,no,6298,yes,no,no
42450,53,management,single,tertiary,no,0,no,no,no
42451,40,management,married,tertiary,no,10786,no,no,no
42452,52,technician,married,secondary,no,945,no,no,no
42453,37,services,divorced,primary,yes,-475,no,no,no
42454,58,self-employed,married,primary,no,728,no,no,no
42455,44,management,married,secondary,no,13054,yes,no,no
42456,29,admin.,single,tertiary,no,507,yes,no,no
42457,42,blue-collar,married,secondary,no,525,yes,no,no
42458,34,blue-collar,married,secondary,no,2926,yes,no,no
42459,49,management,married,tertiary,no,-190,no,no,no
42460,41,student,married,secondary,no,1309,no,no,no
42461,38,services,married,secondary,no,503,no,no,no
42462,58,admin.,single,secondary,no,247,no,yes,no
42463,37,services,divorced,secondary,no,523,no,no,no
42464,45,technician,single,tertiary,no,302,yes,no,no
42465,35,blue-collar,married,secondary,no,344,yes,no,no
42466,30,management,married,tertiary,no,-250,yes,no,no
42467,47,blue-collar,divorced,secondary,no,18,yes,no,no
42468,28,blue-collar,single,secondary,no,-267,yes,no,no
42469,45,blue-collar,married,secondary,no,-35,yes,yes,no
42470,45,housemaid,divorced,tertiary,no,2098,no,no,no
42471,42,management,married,tertiary,no,-1613,yes,no,no
42472,41,services,single,secondary,no,0,no,no,no
42473,27,blue-collar,single,secondary,yes,-27,no,no,yes
42474,22,technician,single,secondary,no,4659,yes,no,no
42475,34,technician,married,secondary,no,1,yes,no,no
42476,36,blue-collar,married,secondary,no,56,no,no,no
42477,48,blue-collar,single,secondary,no,2288,no,no,no
42478,35,admin.,married,secondary,no,8652,yes,no,no
42479,50,management,married,tertiary,no,-94,no,yes,no
42480,42,management,single,tertiary,no,433,yes,no,no
42481,43,blue-collar,married,primary,no,720,no,no,no
42482,38,services,married,secondary,no,-140,no,no,no
42483,32,admin.,single,tertiary,no,328,yes,yes,no
42484,51,services,married,secondary,no,0,no,yes,no
42485,28,admin.,single,secondary,no,-7,no,yes,yes
42486,32,blue-collar,single,secondary,yes,130,no,no,no
42487,35,management,married,tertiary,no,24,yes,no,no
42488,35,self-employed,single,tertiary,no,4294,no,no,no
42489,34,blue-collar,married,primary,no,5299,yes,no,no
42490,47,services,married,secondary,no,1160,yes,no,no
42491,27,technician,married,secondary,no,594,yes,no,no
42492,53,services,married,primary,no,931,no,no,no
42493,54,technician,divorced,secondary,no,255,yes,no,no
42494,46,entrepreneur,married,secondary,no,4,yes,yes,no
42495,42,admin.,divorced,secondary,no,23,no,yes,no
42496,34,technician,married,secondary,no,2019,yes,yes,no
42497,55,blue-collar,married,primary,no,-79,no,yes,no
42498,36,technician,married,secondary,no,283,yes,yes,no
42499,37,management,married,tertiary,no,597,no,yes,no
42500,40,technician,married,secondary,no,59,yes,no,no
42501,56,entrepreneur,married,tertiary,no,-65,yes,no,no
42502,27,services,married,secondary,no,511,yes,no,no
42503,42,blue-collar,divorced,primary,no,145,no,yes,no
42504,28,self-employed,single,secondary,no,-395,yes,no,no
42505,33,blue-collar,married,primary,no,276,no,no,no
42506,51,admin.,divorced,secondary,no,-20,no,no,no
42507,35,services,married,secondary,no,871,yes,no,no
42508,43,admin.,single,secondary,no,13,no,yes,no
42509,41,blue-collar,married,primary,no,1,no,no,no
42510,59,technician,married,secondary,no,6,no,yes,no
42511,41,entrepreneur,single,primary,no,7264,no,yes,no
42512,29,technician,married,tertiary,no,975,no,no,no
42513,26,technician,divorced,tertiary,no,-70,no,yes,no
42514,41,technician,married,secondary,no,-147,no,yes,no
42515,53,technician,divorced,secondary,no,173,no,yes,no
42516,45,technician,single,tertiary,no,2099,no,yes,no
42517,27,technician,single,secondary,no,158,no,no,yes
42518,48,technician,married,secondary,no,0,yes,yes,no
42519,41,services,married,secondary,no,0,yes,no,no
42520,45,technician,divorced,unknown,yes,-25,no,yes,no
42521,54,unemployed,married,tertiary,no,0,no,yes,no
42522,39,services,single,secondary,no,3,no,yes,no
42523,56,admin.,married,secondary,no,20,no,no,no
42524,40,services,divorced,secondary,no,1155,no,yes,no
42525,33,services,married,secondary,no,114,no,yes,yes
42526,47,admin.,married,secondary,no,1156,no,yes,no
42527,44,blue-collar,married,secondary,no,978,no,no,no
42528,47,technician,married,secondary,no,321,yes,yes,no
42529,25,management,single,tertiary,no,115,no,yes,no
42530,37,technician,single,tertiary,no,487,no,yes,no
42531,24,admin.,single,secondary,no,-346,yes,no,no
42532,26,blue-collar,married,secondary,no,115,yes,no,no
42533,28,admin.,single,secondary,no,1143,yes,yes,no
42534,35,management,married,secondary,no,0,no,yes,no
42535,37,management,married,tertiary,no,1265,no,yes,no
42536,59,retired,divorced,primary,no,-110,no,yes,no
42537,56,services,divorced,secondary,no,1347,no,yes,no
42538,51,blue-collar,married,secondary,no,328,no,no,no
42539,50,management,married,tertiary,no,453,no,yes,no
42540,53,blue-collar,married,primary,no,207,no,yes,no
42541,26,blue-collar,single,secondary,no,177,no,yes,no
42542,28,blue-collar,single,secondary,no,-127,yes,no,yes
42543,38,blue-collar,married,secondary,no,43,no,yes,no
42544,37,blue-collar,married,primary,no,380,yes,yes,no
42545,30,admin.,married,secondary,no,215,no,yes,no
42546,54,technician,married,secondary,no,187,no,yes,no
42547,49,blue-collar,married,primary,no,-157,yes,no,yes
42548,55,blue-collar,married,secondary,no,49,yes,no,yes
42549,43,management,single,tertiary,no,47,yes,no,no
42550,43,technician,married,secondary,yes,-313,no,yes,no
42551,39,management,married,primary,no,551,no,yes,no
42552,58,management,married,primary,no,4850,no,no,no
42553,36,unemployed,single,primary,no,0,yes,no,no
42554,39,technician,single,secondary,no,506,yes,no,yes
42555,53,management,divorced,tertiary,no,243,yes,no,no
42556,41,blue-collar,married,primary,no,484,yes,no,no
42557,34,self-employed,married,tertiary,no,-236,yes,no,no
42558,38,technician,married,secondary,no,2220,no,no,no
42559,45,blue-collar,divorced,primary,no,1805,no,no,no
42560,40,blue-collar,married,primary,no,254,yes,no,no
42561,45,management,married,tertiary,no,1447,yes,yes,no
42562,45,technician,married,secondary,no,879,no,no,yes
42563,37,self-employed,married,secondary,no,1633,no,no,yes
42564,47,management,married,unknown,no,12245,no,no,no
42565,59,unknown,married,primary,no,1247,no,no,no
42566,37,services,married,secondary,no,343,yes,yes,no
42567,45,technician,married,secondary,no,268,no,no,no
42568,51,technician,married,secondary,no,1327,no,no,no
42569,57,technician,married,secondary,no,0,no,no,no
42570,59,retired,divorced,secondary,no,23,no,no,no
42571,26,services,married,secondary,no,-236,yes,yes,no
42572,40,admin.,single,secondary,no,-1,no,no,no
42573,39,blue-collar,single,primary,no,366,yes,yes,no
42574,43,management,married,tertiary,no,460,no,yes,no
42575,28,housemaid,single,primary,no,332,no,no,no
42576,46,technician,married,secondary,no,967,no,no,no
42577,29,services,married,tertiary,no,0,no,yes,no
42578,35,admin.,single,secondary,no,0,no,yes,no
42579,49,blue-collar,married,primary,no,-167,no,no,no
42580,35,services,divorced,secondary,no,35,yes,no,no
42581,40,blue-collar,single,unknown,no,29,no,no,no
42582,29,blue-collar,single,primary,no,161,no,yes,no
42583,59,blue-collar,married,secondary,no,13718,no,no,no
42584,35,blue-collar,married,primary,no,63,no,yes,no
42585,27,technician,married,secondary,no,-428,no,no,no
42586,52,technician,divorced,tertiary,yes,-1014,no,yes,no
42587,57,blue-collar,married,primary,no,282,no,yes,no
42588,48,blue-collar,married,primary,no,14,no,yes,no
42589,44,housemaid,married,primary,no,-227,no,yes,no
42590,34,blue-collar,divorced,secondary,no,368,no,yes,no
42591,59,management,single,tertiary,no,623,yes,no,no
42592,26,technician,divorced,tertiary,no,278,yes,yes,no
42593,47,housemaid,married,tertiary,no,333,no,no,no
42594,44,technician,divorced,secondary,no,0,yes,no,no
42595,33,blue-collar,single,primary,yes,-15,no,yes,no
42596,50,technician,married,unknown,no,680,no,no,no
42597,28,admin.,single,secondary,no,1507,no,no,no
42598,58,entrepreneur,married,primary,no,124,yes,no,no
42599,50,technician,married,secondary,no,0,no,no,no
42600,59,blue-collar,married,primary,no,3372,no,no,no
42601,31,management,married,tertiary,no,-513,no,yes,no
42602,32,blue-collar,single,secondary,no,22,no,no,no
42603,38,blue-collar,married,primary,no,433,no,no,no
42604,33,management,single,secondary,no,1326,no,yes,no
42605,39,blue-collar,married,unknown,no,18,no,no,no
42606,50,self-employed,divorced,tertiary,no,387,no,no,no
42607,31,services,single,secondary,no,8,no,no,no
42608,47,housemaid,married,secondary,no,1152,no,no,no
42609,43,management,married,secondary,no,-213,no,yes,no
42610,35,management,married,tertiary,no,126,no,yes,no
42611,53,blue-collar,married,secondary,no,143,yes,no,no
42612,35,blue-collar,single,secondary,no,1688,yes,no,no
42613,60,management,married,tertiary,yes,-108,no,yes,no
42614,27,blue-collar,married,secondary,no,102,no,yes,no
42615,48,self-employed,married,secondary,no,252,no,no,no
42616,43,entrepreneur,married,secondary,no,128,yes,no,no
42617,37,blue-collar,married,unknown,no,897,yes,no,no
42618,31,management,married,tertiary,no,256,yes,no,no
42619,33,technician,married,secondary,no,-805,no,no,no
42620,32,services,single,secondary,no,473,yes,no,no
42621,30,services,single,secondary,no,148,no,yes,no
42622,36,blue-collar,married,secondary,no,-308,yes,no,no
42623,25,unknown,single,secondary,no,3,no,no,no
42624,27,blue-collar,married,primary,no,52,no,yes,no
42625,28,admin.,married,secondary,no,54,no,yes,no
42626,45,services,married,secondary,no,0,no,yes,no
42627,53,management,married,secondary,no,66,no,yes,no
42628,32,technician,married,secondary,no,2,yes,yes,no
42629,25,management,single,tertiary,no,1098,yes,yes,no
42630,58,retired,divorced,tertiary,no,264,yes,yes,no
42631,26,admin.,single,secondary,no,-35,no,yes,no
42632,45,technician,divorced,secondary,no,12389,no,yes,no
42633,28,admin.,single,secondary,no,144,no,yes,no
42634,33,admin.,single,tertiary,no,621,no,no,no
42635,25,blue-collar,married,secondary,no,101,no,yes,yes
42636,59,services,divorced,secondary,no,136,no,yes,no
42637,42,unemployed,married,secondary,no,-283,no,yes,no
42638,45,services,single,secondary,no,-688,no,yes,no
42639,26,management,single,tertiary,no,33,no,yes,no
42640,27,entrepreneur,single,unknown,no,1007,no,no,no
42641,29,management,married,tertiary,no,0,no,yes,no
42642,42,admin.,married,secondary,no,-150,no,yes,no
42643,44,technician,divorced,secondary,no,26,no,no,no
42644,31,blue-collar,married,primary,no,229,no,no,no
42645,31,self-employed,married,secondary,no,731,no,yes,no
42646,40,blue-collar,married,primary,no,143,no,yes,no
42647,33,blue-collar,married,tertiary,no,870,no,yes,no
42648,34,self-employed,divorced,unknown,no,28,no,yes,no
42649,33,entrepreneur,divorced,tertiary,no,37,no,yes,yes
42650,35,entrepreneur,single,tertiary,yes,793,no,yes,no
42651,35,blue-collar,married,primary,no,46,no,no,no
42652,45,services,married,secondary,no,1343,no,yes,no
42653,51,services,married,secondary,no,272,no,yes,no
42654,36,technician,single,secondary,no,0,no,no,no
42655,38,housemaid,married,secondary,no,1508,no,yes,no
42656,54,blue-collar,married,primary,no,175,no,yes,no
42657,28,management,single,tertiary,no,882,no,yes,no
42658,34,technician,single,secondary,yes,-2,no,yes,no
42659,45,technician,divorced,secondary,no,146,no,no,no
42660,34,admin.,married,tertiary,no,434,no,no,no
42661,28,management,single,unknown,no,81,no,yes,no
42662,42,entrepreneur,married,tertiary,no,2476,yes,no,no
42663,52,admin.,married,secondary,no,350,no,yes,no
42664,28,technician,single,secondary,no,31,no,no,no
42665,33,services,single,secondary,no,969,no,no,no
42666,32,admin.,married,secondary,no,-1,no,no,no
42667,57,blue-collar,married,primary,no,0,no,no,no
42668,51,technician,married,secondary,no,313,no,yes,no
42669,41,blue-collar,divorced,unknown,no,19,no,yes,no
42670,26,blue-collar,single,secondary,no,-128,no,yes,no
42671,54,housemaid,married,primary,no,8,no,yes,no
42672,30,technician,single,secondary,no,77,no,yes,no
42673,45,admin.,divorced,unknown,no,857,no,no,no
42674,44,blue-collar,married,primary,no,1139,no,yes,no
42675,27,services,single,secondary,no,-151,no,no,no
42676,44,self-employed,married,secondary,no,5068,no,no,no
42677,55,admin.,married,secondary,no,859,no,no,no
42678,27,admin.,single,secondary,no,13,yes,no,no
42679,43,technician,married,secondary,no,48,yes,no,no
42680,32,blue-collar,single,secondary,no,123,yes,no,no
42681,36,blue-collar,married,secondary,no,199,yes,no,no
42682,44,management,married,tertiary,no,773,no,yes,no
42683,47,services,married,secondary,no,0,yes,no,no
42684,57,technician,married,secondary,no,950,yes,no,no
42685,36,blue-collar,married,secondary,no,56,yes,no,no
42686,33,management,married,unknown,no,117,no,yes,no
42687,53,retired,single,tertiary,no,888,yes,no,no
42688,33,admin.,married,tertiary,no,0,yes,yes,no
42689,30,self-employed,married,tertiary,no,5,yes,yes,no
42690,52,technician,married,tertiary,no,3440,yes,no,no
42691,45,blue-collar,divorced,primary,no,452,yes,no,no
42692,57,housemaid,married,primary,no,2,no,no,no
42693,45,management,divorced,tertiary,no,702,no,yes,no
42694,51,self-employed,married,secondary,no,-201,no,yes,no
42695,49,admin.,married,secondary,no,167,no,yes,no
42696,45,technician,married,secondary,no,2020,yes,no,no
42697,45,technician,married,secondary,no,0,no,no,no
42698,59,unemployed,married,tertiary,no,6,yes,no,no
42699,37,admin.,married,primary,no,214,yes,no,yes
42700,41,services,divorced,tertiary,no,1583,yes,no,yes
42701,36,technician,married,secondary,no,264,yes,yes,no
42702,43,technician,married,secondary,no,-754,yes,yes,yes
42703,41,management,single,tertiary,no,-426,yes,no,no
42704,28,self-employed,single,secondary,no,241,yes,no,no
42705,53,technician,divorced,secondary,no,320,no,no,no
42706,31,services,divorced,unknown,no,0,no,yes,no
42707,42,housemaid,married,secondary,no,808,yes,no,no
42708,29,admin.,divorced,tertiary,yes,0,no,yes,yes
42709,60,retired,married,unknown,no,2150,yes,yes,no
42710,34,entrepreneur,married,tertiary,no,475,yes,yes,no
42711,28,technician,single,secondary,no,441,no,yes,no
42712,46,technician,married,secondary,yes,4,no,yes,no
42713,39,services,divorced,secondary,no,687,yes,no,yes
42714,39,blue-collar,married,secondary,no,750,yes,yes,no
42715,39,blue-collar,married,primary,no,3324,no,no,no
42716,37,self-employed,married,tertiary,no,865,yes,yes,no
42717,44,housemaid,married,primary,no,0,yes,no,no
42718,33,admin.,married,secondary,no,0,yes,yes,no
42719,25,services,single,secondary,no,281,no,yes,no
42720,40,blue-collar,married,secondary,no,252,yes,yes,no
42721,34,services,married,secondary,no,81,yes,yes,no
42722,32,blue-collar,divorced,secondary,no,0,no,no,no
42723,35,blue-collar,married,secondary,no,-258,yes,no,no
42724,37,admin.,single,secondary,no,0,no,no,no
42725,52,blue-collar,divorced,primary,no,98,no,yes,no
42726,26,technician,married,secondary,no,-119,no,yes,yes
42727,32,admin.,married,tertiary,no,57,no,no,no
42728,33,blue-collar,divorced,primary,no,636,yes,no,no
42729,58,housemaid,married,primary,no,0,yes,no,no
42730,47,services,married,secondary,no,0,yes,no,no
42731,47,technician,married,secondary,no,-3,no,yes,no
42732,33,blue-collar,married,primary,no,-191,yes,yes,yes
42733,51,blue-collar,married,unknown,no,41,yes,no,no
42734,32,entrepreneur,married,unknown,no,73,yes,no,no
42735,33,blue-collar,married,primary,yes,2,yes,yes,no
42736,42,housemaid,married,tertiary,no,-560,yes,yes,no
42737,42,technician,married,secondary,no,2030,yes,yes,no
42738,34,blue-collar,married,primary,no,-319,yes,yes,no
42739,32,services,married,secondary,no,983,yes,no,no
42740,32,admin.,married,tertiary,no,1,yes,yes,no
42741,48,blue-collar,single,secondary,no,-367,yes,no,no
42742,60,retired,married,primary,no,71,no,no,no
42743,26,blue-collar,single,secondary,no,-29,yes,no,yes
42744,35,blue-collar,married,unknown,no,1084,yes,no,no
42745,44,blue-collar,married,primary,no,-237,yes,no,no
42746,39,services,single,primary,no,4453,yes,no,no
42747,56,retired,married,secondary,no,289,no,no,no
42748,53,technician,married,secondary,no,768,yes,no,no
42749,34,management,married,tertiary,no,0,yes,yes,no
42750,30,blue-collar,married,secondary,no,167,yes,no,yes
42751,38,blue-collar,married,secondary,no,137,no,no,no
42752,31,management,married,tertiary,no,181,yes,no,no
42753,41,management,married,tertiary,no,472,yes,no,no
42754,37,management,single,secondary,no,1981,no,no,no
42755,32,blue-collar,single,secondary,no,1143,yes,yes,no
42756,36,entrepreneur,married,primary,no,3352,no,no,no
42757,30,management,married,tertiary,no,0,no,no,no
42758,43,self-employed,married,secondary,yes,-1415,no,no,no
42759,26,services,married,secondary,no,2063,yes,yes,no
42760,45,admin.,single,secondary,no,205,no,yes,no
42761,47,blue-collar,married,secondary,no,182,yes,no,yes
42762,39,blue-collar,married,primary,no,521,no,yes,no
42763,34,self-employed,married,tertiary,no,0,yes,no,no
42764,56,retired,divorced,secondary,no,-890,yes,no,no
42765,41,blue-collar,married,secondary,no,5517,yes,no,yes
42766,56,admin.,divorced,primary,no,0,no,yes,no
42767,41,blue-collar,married,secondary,no,393,yes,yes,no
42768,48,management,married,tertiary,no,0,yes,no,no
42769,56,services,married,primary,no,966,no,yes,no
42770,56,services,divorced,secondary,no,140,no,no,no
42771,37,management,married,tertiary,no,15437,yes,no,no
42772,36,management,single,tertiary,no,1013,yes,no,no
42773,40,blue-collar,single,secondary,no,3571,yes,no,no
42774,31,technician,married,secondary,no,0,yes,yes,no
42775,46,blue-collar,married,primary,no,-388,yes,yes,no
42776,58,self-employed,married,secondary,no,9994,no,no,no
42777,30,services,single,secondary,no,85,yes,no,no
42778,50,admin.,married,secondary,no,-130,yes,no,no
42779,44,technician,married,secondary,no,2316,yes,no,no
42780,58,retired,divorced,primary,no,11,no,yes,no
42781,29,blue-collar,married,secondary,no,8,yes,yes,yes
42782,25,blue-collar,single,secondary,no,1243,no,yes,yes
42783,54,management,married,tertiary,no,0,yes,no,no
42784,53,blue-collar,married,secondary,no,684,yes,yes,no
42785,26,admin.,single,secondary,no,81,no,yes,no
42786,31,housemaid,married,secondary,no,0,yes,no,no
42787,41,blue-collar,married,primary,no,54,yes,no,no
42788,30,services,married,secondary,no,5,no,yes,yes
42789,37,housemaid,single,primary,no,199,yes,no,no
42790,37,unemployed,single,tertiary,yes,0,yes,no,no
42791,30,technician,married,tertiary,no,1338,yes,yes,no
42792,50,services,married,secondary,yes,892,yes,no,no
42793,41,entrepreneur,divorced,tertiary,no,958,no,no,no
42794,29,services,married,secondary,no,3,yes,no,no
42795,46,technician,married,secondary,no,278,yes,no,no
42796,37,services,single,secondary,no,54,yes,no,no
42797,26,management,single,tertiary,no,45,no,no,yes
42798,46,blue-collar,married,primary,no,1,yes,yes,no
42799,29,technician,single,secondary,no,3527,no,yes,no
42800,26,services,single,secondary,no,235,no,no,no
42801,58,blue-collar,married,secondary,no,556,no,yes,no
42802,54,technician,married,secondary,no,89,yes,no,no
42803,39,management,married,tertiary,no,397,no,no,no
42804,41,entrepreneur,married,primary,no,1331,no,no,no
42805,50,technician,married,secondary,no,4,no,no,no
42806,41,blue-collar,married,primary,no,372,yes,no,no
42807,30,admin.,single,tertiary,no,5,no,yes,no
42808,59,management,married,tertiary,no,0,yes,no,no
42809,54,management,married,tertiary,no,95,no,no,no
42810,34,management,married,tertiary,no,-73,yes,no,no
42811,33,blue-collar,married,secondary,no,0,yes,yes,no
42812,51,technician,married,secondary,no,-192,yes,no,no
42813,34,management,married,tertiary,no,161,yes,no,no
42814,37,blue-collar,single,secondary,no,263,no,no,no
42815,50,services,divorced,secondary,no,0,yes,no,no
42816,51,technician,married,secondary,no,58,yes,no,no
42817,53,management,married,tertiary,no,-670,no,yes,no
42818,38,technician,single,secondary,no,31,yes,no,no
42819,46,blue-collar,married,primary,no,776,no,yes,no
42820,55,blue-collar,married,secondary,no,983,no,no,no
42821,39,technician,single,secondary,no,671,no,yes,no
42822,29,admin.,married,secondary,no,287,no,yes,no
42823,51,unemployed,married,tertiary,no,174,no,yes,no
42824,43,admin.,married,primary,no,392,yes,yes,no
42825,50,entrepreneur,married,secondary,no,0,yes,no,no
42826,49,blue-collar,married,primary,no,0,no,no,no
42827,29,services,single,secondary,no,0,yes,no,no
42828,58,admin.,married,secondary,no,0,yes,no,no
42829,38,services,married,secondary,no,0,yes,yes,no
42830,55,services,married,secondary,no,642,yes,no,no
42831,52,management,married,tertiary,no,698,yes,no,no
42832,31,admin.,married,secondary,no,1661,yes,no,no
